movieId,title,genres,imdbId,tmdbId,title_clean,combined
1068,Crossfire (1947),Crime|Film-Noir,39286,28120.0,crossfire,crossfire Crime|Film-Noir
1073,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical,67992,252.0,willy wonka the chocolate factory,willy wonka the chocolate factory Children|Comedy|Fantasy|Musical
1076,"Innocents, The (1961)",Drama|Horror|Thriller,55018,16372.0,innocents the,innocents the Drama|Horror|Thriller
1077,Sleeper (1973),Comedy|Sci-Fi,70707,11561.0,sleeper,sleeper Comedy|Sci-Fi
1078,Bananas (1971),Comedy|War,66808,11302.0,bananas,bananas Comedy|War
1079,"Fish Called Wanda, A (1988)",Comedy|Crime,95159,623.0,fish called wanda a,fish called wanda a Comedy|Crime
1080,Monty Python's Life of Brian (1979),Comedy,79470,583.0,monty python s life of brian,monty python s life of brian Comedy
1081,Victor/Victoria (1982),Comedy|Musical|Romance,84865,12614.0,victor victoria,victor victoria Comedy|Musical|Romance
1082,"Candidate, The (1972)",Drama,68334,21711.0,candidate the,candidate the Drama
1083,"Great Race, The (1965)",Comedy|Musical,59243,11575.0,great race the,great race the Comedy|Musical
1084,Bonnie and Clyde (1967),Crime|Drama,61418,475.0,bonnie and clyde,bonnie and clyde Crime|Drama
1085,"Old Man and the Sea, The (1958)",Adventure|Drama,52027,11331.0,old man and the sea the,old man and the sea the Adventure|Drama
1086,Dial M for Murder (1954),Crime|Mystery|Thriller,46912,521.0,dial m for murder,dial m for murder Crime|Mystery|Thriller
1088,Dirty Dancing (1987),Drama|Musical|Romance,92890,88.0,dirty dancing,dirty dancing Drama|Musical|Romance
1089,Reservoir Dogs (1992),Crime|Mystery|Thriller,105236,500.0,reservoir dogs,reservoir dogs Crime|Mystery|Thriller
1090,Platoon (1986),Drama|War,91763,792.0,platoon,platoon Drama|War
1091,Weekend at Bernie's (1989),Comedy,98627,8491.0,weekend at bernie s,weekend at bernie s Comedy
1092,Basic Instinct (1992),Crime|Mystery|Thriller,103772,402.0,basic instinct,basic instinct Crime|Mystery|Thriller
1093,"Doors, The (1991)",Drama,101761,10537.0,doors the,doors the Drama
1094,"Crying Game, The (1992)",Drama|Romance|Thriller,104036,11386.0,crying game the,crying game the Drama|Romance|Thriller
1095,Glengarry Glen Ross (1992),Drama,104348,9504.0,glengarry glen ross,glengarry glen ross Drama
1096,Sophie's Choice (1982),Drama,84707,15764.0,sophie s choice,sophie s choice Drama
1097,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,83866,601.0,e t the extra terrestrial,e t the extra terrestrial Children|Drama|Sci-Fi
1099,"Christmas Carol, A (1938)",Children|Drama|Fantasy,29992,25842.0,christmas carol a,christmas carol a Children|Drama|Fantasy
1100,Days of Thunder (1990),Action|Drama|Romance,99371,2119.0,days of thunder,days of thunder Action|Drama|Romance
1101,Top Gun (1986),Action|Romance,92099,744.0,top gun,top gun Action|Romance
1103,Rebel Without a Cause (1955),Drama,48545,221.0,rebel without a cause,rebel without a cause Drama
1104,"Streetcar Named Desire, A (1951)",Drama,44081,702.0,streetcar named desire a,streetcar named desire a Drama
1105,Children of the Corn IV: The Gathering (1996),Horror,115885,25750.0,children of the corn iv the gathering,children of the corn iv the gathering Horror
1107,Loser (1991),Comedy,102336,,loser,loser Comedy
1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary,117040,9305.0,microcosmos,microcosmos Documentary
1112,Palookaville (1996),Action|Comedy|Drama,117284,37616.0,palookaville,palookaville Action|Comedy|Drama
1114,"Funeral, The (1996)",Crime|Drama,116378,21612.0,funeral the,funeral the Crime|Drama
1116,"Single Girl, A (Fille seule, La) (1995)",Drama,113057,102461.0,single girl a,single girl a Drama
1117,"Eighth Day, The (Huitième jour, Le) (1996)",Drama,116581,36998.0,eighth day the,eighth day the Drama
1119,Drunks (1995),Drama,112907,116844.0,drunks,drunks Drama
1120,"People vs. Larry Flynt, The (1996)",Comedy|Drama,117318,1630.0,people vs larry flynt the,people vs larry flynt the Comedy|Drama
1121,Glory Daze (1995),Drama,116422,26626.0,glory daze,glory daze Drama
1123,"Perfect Candidate, A (1996)",Documentary,117320,124837.0,perfect candidate a,perfect candidate a Documentary
1124,On Golden Pond (1981),Drama,82846,11816.0,on golden pond,on golden pond Drama
1125,"Return of the Pink Panther, The (1975)",Comedy|Crime,72081,11843.0,return of the pink panther the,return of the pink panther the Comedy|Crime
1126,Drop Dead Fred (1991),Comedy|Fantasy,101775,10379.0,drop dead fred,drop dead fred Comedy|Fantasy
1127,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,96754,2756.0,abyss the,abyss the Action|Adventure|Sci-Fi|Thriller
1128,"Fog, The (1980)",Horror,80749,790.0,fog the,fog the Horror
1129,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,82340,1103.0,escape from new york,escape from new york Action|Adventure|Sci-Fi|Thriller
1130,"Howling, The (1980)",Horror|Mystery,82533,11298.0,howling the,howling the Horror|Mystery
1131,Jean de Florette (1986),Drama|Mystery,91288,4480.0,jean de florette,jean de florette Drama|Mystery
1132,Manon of the Spring (Manon des sources) (1986),Drama,91480,4481.0,manon of the spring,manon of the spring Drama
1135,Private Benjamin (1980),Comedy,81375,10765.0,private benjamin,private benjamin Comedy
1136,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy,71853,762.0,monty python and the holy grail,monty python and the holy grail Adventure|Comedy|Fantasy
1137,Hustler White (1996),Romance,116587,44497.0,hustler white,hustler white Romance
1140,Entertaining Angels: The Dorothy Day Story (1996),Drama,116212,99479.0,entertaining angels the dorothy day story,entertaining angels the dorothy day story Drama
1144,"Line King: The Al Hirschfeld Story, The (1996)",Documentary,116886,124829.0,line king the al hirschfeld story the,line king the al hirschfeld story the Documentary
1147,When We Were Kings (1996),Documentary,118147,10548.0,when we were kings,when we were kings Documentary
1148,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime,108598,531.0,wallace gromit the wrong trousers,wallace gromit the wrong trousers Animation|Children|Comedy|Crime
1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama,84589,4483.0,return of martin guerre the,return of martin guerre the Drama
1151,Lesson Faust (1994),Animation|Comedy|Drama|Fantasy,109781,18919.0,lesson faust,lesson faust Animation|Comedy|Drama|Fantasy
1156,"Children Are Watching Us, The (Bambini ci guardano, I) (1944)",Drama,34493,61461.0,children are watching us the,children are watching us the Drama
1161,"Tin Drum, The (Blechtrommel, Die) (1979)",Drama|War,78875,659.0,tin drum the,tin drum the Drama|War
1162,"Ruling Class, The (1972)",Comedy|Drama,69198,30892.0,ruling class the,ruling class the Comedy|Drama
1163,Mina Tannenbaum (1994),Drama,110521,86369.0,mina tannenbaum,mina tannenbaum Drama
1167,Dear God (1996),Comedy,116059,38554.0,dear god,dear god Comedy
1170,Best of the Best 3: No Turning Back (1995),Action,112483,36555.0,best of the best 3 no turning back,best of the best 3 no turning back Action
1171,Bob Roberts (1992),Comedy,103850,10608.0,bob roberts,bob roberts Comedy
1172,Cinema Paradiso (Nuovo cinema Paradiso) (1989),Drama,95765,11216.0,cinema paradiso,cinema paradiso Drama
1173,"Cook the Thief His Wife & Her Lover, The (1989)",Comedy|Drama,97108,7452.0,cook the thief his wife her lover the,cook the thief his wife her lover the Comedy|Drama
1175,Delicatessen (1991),Comedy|Drama|Romance,101700,892.0,delicatessen,delicatessen Comedy|Drama|Romance
1176,"Double Life of Veronique, The (Double Vie de Véronique, La) (1991)",Drama|Fantasy|Romance,101765,1600.0,double life of veronique the,double life of veronique the Drama|Fantasy|Romance
1177,Enchanted April (1992),Drama|Romance,101811,26561.0,enchanted april,enchanted april Drama|Romance
1178,Paths of Glory (1957),Drama|War,50825,975.0,paths of glory,paths of glory Drama|War
1179,"Grifters, The (1990)",Crime|Drama|Film-Noir,99703,18129.0,grifters the,grifters the Crime|Drama|Film-Noir
1180,Hear My Song (1991),Comedy,102014,54405.0,hear my song,hear my song Comedy
1183,"English Patient, The (1996)",Drama|Romance|War,116209,409.0,english patient the,english patient the Drama|Romance|War
1184,Mediterraneo (1991),Comedy|Drama,102426,38251.0,mediterraneo,mediterraneo Comedy|Drama
1185,My Left Foot (1989),Drama,97937,10161.0,my left foot,my left foot Drama
1186,"Sex, Lies, and Videotape (1989)",Drama,98724,1412.0,sex lies and videotape,sex lies and videotape Drama
1187,Passion Fish (1992),Drama,105107,41768.0,passion fish,passion fish Drama
1188,Strictly Ballroom (1992),Comedy|Romance,105488,10409.0,strictly ballroom,strictly ballroom Comedy|Romance
1189,"Thin Blue Line, The (1988)",Documentary,96257,14285.0,thin blue line the,thin blue line the Documentary
1190,Tie Me Up! Tie Me Down! (¡Átame!) (1990),Crime|Drama|Romance,101026,2469.0,tie me up tie me down,tie me up tie me down Crime|Drama|Romance
1191,Madonna: Truth or Dare (1991),Documentary|Musical,102370,10174.0,madonna truth or dare,madonna truth or dare Documentary|Musical
1192,Paris Is Burning (1990),Documentary,100332,31225.0,paris is burning,paris is burning Documentary
1193,One Flew Over the Cuckoo's Nest (1975),Drama,73486,510.0,one flew over the cuckoo s nest,one flew over the cuckoo s nest Drama
1194,Cheech and Chong's Up in Smoke (1978),Comedy,78446,11455.0,cheech and chong s up in smoke,cheech and chong s up in smoke Comedy
1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi,80684,1891.0,star wars episode v the empire strikes back,star wars episode v the empire strikes back Action|Adventure|Sci-Fi
1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance,93779,2493.0,princess bride the,princess bride the Action|Adventure|Comedy|Fantasy|Romance
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure,82971,85.0,raiders of the lost ark,raiders of the lost ark Action|Adventure
1199,Brazil (1985),Fantasy|Sci-Fi,88846,68.0,brazil,brazil Fantasy|Sci-Fi
1200,Aliens (1986),Action|Adventure|Horror|Sci-Fi,90605,679.0,aliens,aliens Action|Adventure|Horror|Sci-Fi
1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western,60196,429.0,good the bad and the ugly the,good the bad and the ugly the Action|Adventure|Western
1202,Withnail & I (1987),Comedy,94336,13446.0,withnail i,withnail i Comedy
1203,12 Angry Men (1957),Drama,50083,389.0,12 angry men,12 angry men Drama
1204,Lawrence of Arabia (1962),Adventure|Drama|War,56172,947.0,lawrence of arabia,lawrence of arabia Adventure|Drama|War
1206,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller,66921,185.0,clockwork orange a,clockwork orange a Crime|Drama|Sci-Fi|Thriller
1207,To Kill a Mockingbird (1962),Drama,56592,595.0,to kill a mockingbird,to kill a mockingbird Drama
1208,Apocalypse Now (1979),Action|Drama|War,78788,28.0,apocalypse now,apocalypse now Action|Drama|War
1209,Once Upon a Time in the West (C'era una volta il West) (1968),Action|Drama|Western,64116,335.0,once upon a time in the west,once upon a time in the west Action|Drama|Western
1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi,86190,1892.0,star wars episode vi return of the jedi,star wars episode vi return of the jedi Action|Adventure|Sci-Fi
1211,"Wings of Desire (Himmel über Berlin, Der) (1987)",Drama|Fantasy|Romance,93191,144.0,wings of desire,wings of desire Drama|Fantasy|Romance
1212,"Third Man, The (1949)",Film-Noir|Mystery|Thriller,41959,1092.0,third man the,third man the Film-Noir|Mystery|Thriller
1213,Goodfellas (1990),Crime|Drama,99685,769.0,goodfellas,goodfellas Crime|Drama
1214,Alien (1979),Horror|Sci-Fi,78748,348.0,alien,alien Horror|Sci-Fi
1215,Army of Darkness (1993),Action|Adventure|Comedy|Fantasy|Horror,106308,766.0,army of darkness,army of darkness Action|Adventure|Comedy|Fantasy|Horror
1216,"Big Blue, The (Grand bleu, Le) (1988)",Adventure|Drama|Romance,95250,175.0,big blue the,big blue the Adventure|Drama|Romance
1217,Ran (1985),Drama|War,89881,11645.0,ran,ran Drama|War
1218,"Killer, The (Die xue shuang xiong) (1989)",Action|Crime|Drama|Thriller,97202,10835.0,killer the,killer the Action|Crime|Drama|Thriller
1219,Psycho (1960),Crime|Horror,54215,539.0,psycho,psycho Crime|Horror
1220,"Blues Brothers, The (1980)",Action|Comedy|Musical,80455,525.0,blues brothers the,blues brothers the Action|Comedy|Musical
1221,"Godfather: Part II, The (1974)",Crime|Drama,71562,240.0,godfather part ii the,godfather part ii the Crime|Drama
1222,Full Metal Jacket (1987),Drama|War,93058,600.0,full metal jacket,full metal jacket Drama|War
1223,"Grand Day Out with Wallace and Gromit, A (1989)",Adventure|Animation|Children|Comedy|Sci-Fi,104361,530.0,grand day out with wallace and gromit a,grand day out with wallace and gromit a Adventure|Animation|Children|Comedy|Sci-Fi
1224,Henry V (1989),Action|Drama|Romance|War,97499,10705.0,henry v,henry v Action|Drama|Romance|War
1225,Amadeus (1984),Drama,86879,279.0,amadeus,amadeus Drama
1226,"Quiet Man, The (1952)",Drama|Romance,45061,3109.0,quiet man the,quiet man the Drama|Romance
1227,Once Upon a Time in America (1984),Crime|Drama,87843,311.0,once upon a time in america,once upon a time in america Crime|Drama
1228,Raging Bull (1980),Drama,81398,1578.0,raging bull,raging bull Drama
1230,Annie Hall (1977),Comedy|Romance,75686,703.0,annie hall,annie hall Comedy|Romance
1231,"Right Stuff, The (1983)",Drama,86197,9549.0,right stuff the,right stuff the Drama
1232,Stalker (1979),Drama|Mystery|Sci-Fi,79944,1398.0,stalker,stalker Drama|Mystery|Sci-Fi
1233,"Boot, Das (Boat, The) (1981)",Action|Drama|War,82096,387.0,boot das,boot das Action|Drama|War
1234,"Sting, The (1973)",Comedy|Crime,70735,9277.0,sting the,sting the Comedy|Crime
1235,Harold and Maude (1971),Comedy|Drama|Romance,67185,343.0,harold and maude,harold and maude Comedy|Drama|Romance
1236,Trust (1990),Comedy|Drama|Romance,103130,37291.0,trust,trust Comedy|Drama|Romance
1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama,50976,490.0,seventh seal the,seventh seal the Drama
1238,Local Hero (1983),Comedy,85859,11235.0,local hero,local hero Comedy
1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller,88247,218.0,terminator the,terminator the Action|Sci-Fi|Thriller
1241,Dead Alive (Braindead) (1992),Comedy|Fantasy|Horror,103873,763.0,dead alive,dead alive Comedy|Fantasy|Horror
1242,Glory (1989),Drama|War,97441,9665.0,glory,glory Drama|War
1243,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama,100519,18971.0,rosencrantz and guildenstern are dead,rosencrantz and guildenstern are dead Comedy|Drama
1244,Manhattan (1979),Comedy|Drama|Romance,79522,696.0,manhattan,manhattan Comedy|Drama|Romance
1245,Miller's Crossing (1990),Crime|Drama|Film-Noir|Thriller,100150,379.0,miller s crossing,miller s crossing Crime|Drama|Film-Noir|Thriller
1246,Dead Poets Society (1989),Drama,97165,207.0,dead poets society,dead poets society Drama
1247,"Graduate, The (1967)",Comedy|Drama|Romance,61722,37247.0,graduate the,graduate the Comedy|Drama|Romance
1248,Touch of Evil (1958),Crime|Film-Noir|Thriller,52311,1480.0,touch of evil,touch of evil Crime|Film-Noir|Thriller
1249,"Femme Nikita, La (Nikita) (1990)",Action|Crime|Romance|Thriller,100263,9322.0,femme nikita la,femme nikita la Action|Crime|Romance|Thriller
1250,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War,50212,826.0,bridge on the river kwai the,bridge on the river kwai the Adventure|Drama|War
1251,8 1/2 (8½) (1963),Drama|Fantasy,56801,422.0,8 1 2,8 1 2 Drama|Fantasy
1252,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller,71315,829.0,chinatown,chinatown Crime|Film-Noir|Mystery|Thriller
1253,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi|Thriller,43456,828.0,day the earth stood still the,day the earth stood still the Drama|Sci-Fi|Thriller
1254,"Treasure of the Sierra Madre, The (1948)",Action|Adventure|Drama|Western,40897,3090.0,treasure of the sierra madre the,treasure of the sierra madre the Action|Adventure|Drama|Western
1255,Bad Taste (1987),Comedy|Horror|Sci-Fi,92610,9964.0,bad taste,bad taste Comedy|Horror|Sci-Fi
1256,Duck Soup (1933),Comedy|Musical|War,23969,3063.0,duck soup,duck soup Comedy|Musical|War
1257,Better Off Dead... (1985),Comedy|Romance,88794,13667.0,better off dead,better off dead Comedy|Romance
1258,"Shining, The (1980)",Horror,81505,694.0,shining the,shining the Horror
1259,Stand by Me (1986),Adventure|Drama,92005,235.0,stand by me,stand by me Adventure|Drama
1260,M (1931),Crime|Film-Noir|Thriller,22100,832.0,m,m Crime|Film-Noir|Thriller
1261,Evil Dead II (Dead by Dawn) (1987),Action|Comedy|Fantasy|Horror,92991,765.0,evil dead ii,evil dead ii Action|Comedy|Fantasy|Horror
1262,"Great Escape, The (1963)",Action|Adventure|Drama|War,57115,5925.0,great escape the,great escape the Action|Adventure|Drama|War
1263,"Deer Hunter, The (1978)",Drama|War,77416,11778.0,deer hunter the,deer hunter the Drama|War
1264,Diva (1981),Action|Drama|Mystery|Romance|Thriller,82269,4485.0,diva,diva Action|Drama|Mystery|Romance|Thriller
1265,Groundhog Day (1993),Comedy|Fantasy|Romance,107048,137.0,groundhog day,groundhog day Comedy|Fantasy|Romance
1266,Unforgiven (1992),Drama|Western,105695,33.0,unforgiven,unforgiven Drama|Western
1267,"Manchurian Candidate, The (1962)",Crime|Thriller|War,56218,982.0,manchurian candidate the,manchurian candidate the Crime|Thriller|War
1268,Pump Up the Volume (1990),Comedy|Drama,100436,8428.0,pump up the volume,pump up the volume Comedy|Drama
1269,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller,36613,212.0,arsenic and old lace,arsenic and old lace Comedy|Mystery|Thriller
1270,Back to the Future (1985),Adventure|Comedy|Sci-Fi,88763,105.0,back to the future,back to the future Adventure|Comedy|Sci-Fi
1271,Fried Green Tomatoes (1991),Comedy|Crime|Drama,101921,1633.0,fried green tomatoes,fried green tomatoes Comedy|Crime|Drama
1272,Patton (1970),Drama|War,66206,11202.0,patton,patton Drama|War
1273,Down by Law (1986),Comedy|Drama|Film-Noir,90967,1554.0,down by law,down by law Comedy|Drama|Film-Noir
1274,Akira (1988),Action|Adventure|Animation|Sci-Fi,94625,149.0,akira,akira Action|Adventure|Animation|Sci-Fi
1275,Highlander (1986),Action|Adventure|Fantasy,91203,8009.0,highlander,highlander Action|Adventure|Fantasy
1276,Cool Hand Luke (1967),Drama,61512,903.0,cool hand luke,cool hand luke Drama
1277,Cyrano de Bergerac (1990),Comedy|Drama|Romance,99334,11673.0,cyrano de bergerac,cyrano de bergerac Comedy|Drama|Romance
1278,Young Frankenstein (1974),Comedy|Fantasy,72431,3034.0,young frankenstein,young frankenstein Comedy|Fantasy
1279,Night on Earth (1991),Comedy|Drama,102536,339.0,night on earth,night on earth Comedy|Drama
1280,Raise the Red Lantern (Da hong deng long gao gao gua) (1991),Drama,101640,10404.0,raise the red lantern,raise the red lantern Drama
1281,"Great Dictator, The (1940)",Comedy|Drama|War,32553,914.0,great dictator the,great dictator the Comedy|Drama|War
1282,Fantasia (1940),Animation|Children|Fantasy|Musical,32455,756.0,fantasia,fantasia Animation|Children|Fantasy|Musical
1283,High Noon (1952),Drama|Western,44706,288.0,high noon,high noon Drama|Western
1284,"Big Sleep, The (1946)",Crime|Film-Noir|Mystery,38355,910.0,big sleep the,big sleep the Crime|Film-Noir|Mystery
1285,Heathers (1989),Comedy,97493,2640.0,heathers,heathers Comedy
1286,Somewhere in Time (1980),Drama|Romance,81534,16633.0,somewhere in time,somewhere in time Drama|Romance
1287,Ben-Hur (1959),Action|Adventure|Drama,52618,665.0,ben hur,ben hur Action|Adventure|Drama
1288,This Is Spinal Tap (1984),Comedy,88258,11031.0,this is spinal tap,this is spinal tap Comedy
1289,Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983),Documentary,85809,11314.0,koyaanisqatsi,koyaanisqatsi Documentary
1290,Some Kind of Wonderful (1987),Drama|Romance,94006,15143.0,some kind of wonderful,some kind of wonderful Drama|Romance
1291,Indiana Jones and the Last Crusade (1989),Action|Adventure,97576,89.0,indiana jones and the last crusade,indiana jones and the last crusade Action|Adventure
1292,Being There (1979),Comedy|Drama,78841,10322.0,being there,being there Comedy|Drama
1293,Gandhi (1982),Drama,83987,783.0,gandhi,gandhi Drama
1295,"Unbearable Lightness of Being, The (1988)",Drama,96332,10644.0,unbearable lightness of being the,unbearable lightness of being the Drama
1296,"Room with a View, A (1986)",Drama|Romance,91867,11257.0,room with a view a,room with a view a Drama|Romance
1297,Real Genius (1985),Comedy,89886,14370.0,real genius,real genius Comedy
1298,Pink Floyd: The Wall (1982),Drama|Musical,84503,12104.0,pink floyd the wall,pink floyd the wall Drama|Musical
1299,"Killing Fields, The (1984)",Drama|War,87553,625.0,killing fields the,killing fields the Drama|War
1300,My Life as a Dog (Mitt liv som hund) (1985),Comedy|Drama,89606,8816.0,my life as a dog,my life as a dog Comedy|Drama
1301,Forbidden Planet (1956),Drama|Sci-Fi,49223,830.0,forbidden planet,forbidden planet Drama|Sci-Fi
1302,Field of Dreams (1989),Children|Drama|Fantasy,97351,2323.0,field of dreams,field of dreams Children|Drama|Fantasy
1303,"Man Who Would Be King, The (1975)",Adventure|Drama,73341,983.0,man who would be king the,man who would be king the Adventure|Drama
1304,Butch Cassidy and the Sundance Kid (1969),Action|Western,64115,642.0,butch cassidy and the sundance kid,butch cassidy and the sundance kid Action|Western
1305,"Paris, Texas (1984)",Drama|Romance,87884,655.0,paris texas,paris texas Drama|Romance
1306,Until the End of the World (Bis ans Ende der Welt) (1991),Adventure|Drama|Sci-Fi,101458,10341.0,until the end of the world,until the end of the world Adventure|Drama|Sci-Fi
1307,When Harry Met Sally... (1989),Comedy|Romance,98635,639.0,when harry met sally,when harry met sally Comedy|Romance
1310,Hype! (1996),Documentary,116589,30180.0,hype,hype Documentary
1312,Female Perversions (1996),Drama,116293,41801.0,female perversions,female perversions Drama
1318,Blue Juice (1995),Comedy|Drama,112537,18762.0,blue juice,blue juice Comedy|Drama
1320,Alien³ (a.k.a. Alien 3) (1992),Action|Horror|Sci-Fi|Thriller,103644,8077.0,alien,alien Action|Horror|Sci-Fi|Thriller
1321,"American Werewolf in London, An (1981)",Comedy|Horror|Thriller,82010,814.0,american werewolf in london an,american werewolf in london an Comedy|Horror|Thriller
1322,Amityville 1992: It's About Time (1992),Horror,103678,41671.0,amityville 1992 it s about time,amityville 1992 it s about time Horror
1323,Amityville 3-D (1983),Horror,85159,27214.0,amityville 3 d,amityville 3 d Horror
1324,Amityville: Dollhouse (1996),Horror,115535,52263.0,amityville dollhouse,amityville dollhouse Horror
1325,Amityville: A New Generation (1993),Horror,106262,33519.0,amityville a new generation,amityville a new generation Horror
1326,Amityville II: The Possession (1982),Horror,83550,16235.0,amityville ii the possession,amityville ii the possession Horror
1327,"Amityville Horror, The (1979)",Drama|Horror|Mystery|Thriller,78767,11449.0,amityville horror the,amityville horror the Drama|Horror|Mystery|Thriller
1328,"Amityville Curse, The (1990)",Horror,99030,41848.0,amityville curse the,amityville curse the Horror
1329,Blood for Dracula (Andy Warhol's Dracula) (1974),Horror,71233,25944.0,blood for dracula,blood for dracula Horror
1330,April Fool's Day (1986),Horror,90655,24913.0,april fool s day,april fool s day Horror
1331,Audrey Rose (1977),Horror,75704,49126.0,audrey rose,audrey rose Horror
1332,"Believers, The (1987)",Horror|Thriller,92632,32076.0,believers the,believers the Horror|Thriller
1333,"Birds, The (1963)",Horror|Thriller,56869,571.0,birds the,birds the Horror|Thriller
1334,"Blob, The (1958)",Horror|Sci-Fi,51418,8851.0,blob the,blob the Horror|Sci-Fi
1335,Blood Beach (1981),Horror|Mystery,82083,37843.0,blood beach,blood beach Horror|Mystery
1336,Body Parts (1991),Horror|Thriller,101492,32146.0,body parts,body parts Horror|Thriller
1337,"Body Snatcher, The (1945)",Drama|Horror|Thriller,37549,30346.0,body snatcher the,body snatcher the Drama|Horror|Thriller
1339,Dracula (Bram Stoker's Dracula) (1992),Fantasy|Horror|Romance|Thriller,103874,6114.0,dracula,dracula Fantasy|Horror|Romance|Thriller
1340,"Bride of Frankenstein, The (Bride of Frankenstein) (1935)",Drama|Horror|Sci-Fi,26138,229.0,bride of frankenstein the,bride of frankenstein the Drama|Horror|Sci-Fi
1341,Burnt Offerings (1976),Horror,74258,13549.0,burnt offerings,burnt offerings Horror
1342,Candyman (1992),Horror|Thriller,103919,9529.0,candyman,candyman Horror|Thriller
1343,Cape Fear (1991),Thriller,101540,1598.0,cape fear,cape fear Thriller
1344,Cape Fear (1962),Crime|Drama|Thriller,55824,11349.0,cape fear,cape fear Crime|Drama|Thriller
1345,Carrie (1976),Drama|Fantasy|Horror|Thriller,74285,7340.0,carrie,carrie Drama|Fantasy|Horror|Thriller
1346,Cat People (1982),Drama|Fantasy|Horror,83722,6217.0,cat people,cat people Drama|Fantasy|Horror
1347,"Nightmare on Elm Street, A (1984)",Horror|Thriller,87800,377.0,nightmare on elm street a,nightmare on elm street a Horror|Thriller
1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror,13442,653.0,nosferatu,nosferatu Horror
1349,Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice) (1986),Horror,91651,28198.0,vampire in venice,vampire in venice Horror
1350,"Omen, The (1976)",Horror|Mystery|Thriller,75005,794.0,omen the,omen the Horror|Mystery|Thriller
1351,Blood and Wine (Blood & Wine) (1996),Crime|Drama|Thriller,115710,31640.0,blood and wine,blood and wine Crime|Drama|Thriller
1352,Albino Alligator (1996),Crime|Thriller,115495,8744.0,albino alligator,albino alligator Crime|Thriller
1353,"Mirror Has Two Faces, The (1996)",Comedy|Drama|Romance,117057,25189.0,mirror has two faces the,mirror has two faces the Comedy|Drama|Romance
1354,Breaking the Waves (1996),Drama|Mystery,115751,145.0,breaking the waves,breaking the waves Drama|Mystery
1355,Nightwatch (1997),Horror|Thriller,119791,2212.0,nightwatch,nightwatch Horror|Thriller
1356,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller,117731,199.0,star trek first contact,star trek first contact Action|Adventure|Sci-Fi|Thriller
1357,Shine (1996),Drama|Romance,117631,7863.0,shine,shine Drama|Romance
1358,Sling Blade (1996),Drama,117666,12498.0,sling blade,sling blade Drama
1359,Jingle All the Way (1996),Children|Comedy,116705,9279.0,jingle all the way,jingle all the way Children|Comedy
1361,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary,117293,17204.0,paradise lost the child murders at robin hood hills,paradise lost the child murders at robin hood hills Documentary
1363,"Preacher's Wife, The (1996)",Drama,117372,21539.0,preacher s wife the,preacher s wife the Drama
1365,Ridicule (1996),Drama,117477,12709.0,ridicule,ridicule Drama
1366,"Crucible, The (1996)",Drama,115988,20539.0,crucible the,crucible the Drama
1367,101 Dalmatians (1996),Adventure|Children|Comedy,115433,11674.0,101 dalmatians,101 dalmatians Adventure|Children|Comedy
1370,Die Hard 2 (1990),Action|Adventure|Thriller,99423,1573.0,die hard 2,die hard 2 Action|Adventure|Thriller
1371,Star Trek: The Motion Picture (1979),Adventure|Sci-Fi,79945,152.0,star trek the motion picture,star trek the motion picture Adventure|Sci-Fi
1372,Star Trek VI: The Undiscovered Country (1991),Action|Mystery|Sci-Fi,102975,174.0,star trek vi the undiscovered country,star trek vi the undiscovered country Action|Mystery|Sci-Fi
1373,Star Trek V: The Final Frontier (1989),Action|Sci-Fi,98382,172.0,star trek v the final frontier,star trek v the final frontier Action|Sci-Fi
